1,16,16,64
-0.305279,0.017738,-0.132505,-0.179196,-0.724985,-1.423993,-0.927877,-0.167214,-0.440426,-0.669640,-0.338889,0.145058,0.092884,0.021765,-0.337176,-0.505046,
-1.807572,-1.594737,-1.660206,-1.537202,-0.671579,-2.579818,-1.633174,-1.587014,-1.065748,-1.888669,-2.101035,-1.707617,-1.055263,-0.991443,-1.437090,-0.919185,
-0.749044,-0.666631,-0.324918,-0.545376,-1.064608,-0.828933,-0.825935,-0.776231,0.238633,-1.325960,-0.168406,-0.891247,-0.878094,-0.151905,-0.316755,-0.035494,
-1.016181,-1.940062,-1.052380,-1.860105,-2.364475,-2.104792,-1.507823,-1.071973,-1.135684,-0.884493,-0.401162,-0.757882,-0.747037,-0.601819,-0.604448,0.196770,
-0.672355,-2.011970,-0.174353,-0.049976,-1.432343,-1.904031,-1.334017,-1.158608,0.137504,-1.724456,-1.235279,-0.775067,-0.652918,-0.644891,-0.428004,0.504662,
-1.554855,-1.058184,-0.521654,-0.794763,-0.340495,-0.202588,-1.865505,-1.069317,0.456551,-2.677631,-0.735589,-0.337894,-0.647870,-0.543267,-1.362248,-0.400539,
-1.670125,-0.863706,-0.425335,0.354551,-0.196457,-1.510493,-0.692202,-0.371230,0.228733,-1.749352,0.465363,-0.279143,-0.039393,-0.460537,-0.992767,-0.643900,
-1.615304,-0.646661,-1.199564,-0.395200,0.510560,-0.953888,0.791358,-0.235444,-0.060875,-0.245257,0.253994,0.080225,-0.452305,-0.347525,-0.592185,-0.661173,
-1.513201,0.370273,-0.348243,-0.325689,-0.770363,0.415470,-0.122906,-1.890811,-1.768321,0.186827,-0.043361,-0.061548,-0.704391,-0.502855,-1.384957,-0.704425,
-1.617545,0.762273,-0.466505,-1.648036,-2.134510,-1.307084,-2.013227,-2.576976,-0.739943,-0.595427,-0.833569,-0.202522,-0.621209,-0.987943,-1.407091,-0.717797,
-1.351905,0.167703,0.265614,-2.234489,-0.745739,0.120165,-0.104584,0.597622,0.028545,-0.135342,-0.385563,-1.897434,-1.319347,-0.843910,-1.486092,-0.405331,
-0.188584,0.940763,0.111284,-3.058750,-1.305398,-2.341407,-1.180080,-0.085140,0.043741,-1.003901,-1.988292,-1.247387,-1.201553,-1.013776,-1.607321,-0.704943,
-1.190755,1.311847,-0.289543,-0.723752,0.310043,-0.813224,-0.529443,-1.254390,-1.267825,-0.873931,-0.511551,-0.655802,-0.849964,-0.647747,-1.204016,-0.525599,
-1.300901,-0.398384,-0.713236,2.000424,-0.014252,-0.417991,-0.365469,-0.851755,-0.973955,-1.110766,-1.156836,-1.109539,-1.031451,-1.543194,-1.391220,-0.520408,
-0.992091,-0.474454,-0.852116,1.653606,0.888809,0.644018,0.046970,-0.189988,-0.581164,-0.790528,-0.574704,-0.164588,-0.997856,-1.481908,-0.661437,-0.138732,
-0.010717,0.666609,-0.102791,-0.279309,-0.820324,0.054249,-0.316522,-0.221463,-0.243593,-0.419568,-0.277422,-0.583782,-0.812770,0.192547,-0.125809,-0.244542,
-0.509566,0.177925,0.011924,0.103803,-0.399785,-1.017326,0.135316,-0.175293,0.044628,-0.330038,-0.007857,-0.020114,-0.025351,-0.022742,-0.088291,0.337561,
0.476293,-0.827048,-0.062088,0.217621,-1.641901,-0.330229,0.080957,0.082040,-1.273701,-1.099043,0.928921,0.337737,0.086161,-0.120525,-0.567185,-0.094296,
-0.318008,-2.227088,-0.262774,0.131680,-0.570608,-0.630709,-1.593213,-0.450552,-1.094052,0.775361,0.313619,0.229171,0.602896,-0.292971,-0.783111,-0.129586,
-2.199460,-1.424810,0.302635,-1.699193,-2.048072,-0.941214,0.437836,0.296547,0.548132,-0.978128,-1.112108,0.244224,-0.000715,-0.006062,-0.738340,-0.769631,
-2.715947,0.671229,-1.617841,-3.142834,-1.690733,0.507730,-0.223436,-0.173511,-1.245571,-2.339378,0.305632,-0.609183,-0.121164,0.566858,-0.813534,-0.434940,
-2.009273,-0.146546,-1.548937,-1.556782,-1.903254,-2.628292,-0.876544,-0.024425,-2.134571,-0.489279,-0.165701,-1.254056,0.074721,0.017399,0.153354,0.295121,
