3,3,32,64
0.1487167,0.08891035,0.10650878
0.02038013,0.037396647,0.11861037
-0.14518696,-0.072054386,-0.20312594
0.21325359,0.15352522,0.21590142
0.082628734,0.077099465,-0.04106513
-0.12044703,-0.3122476,-0.22134702
0.025178779,-0.17207989,-0.018845823
0.08819919,-0.08692253,0.36306608
-0.10644212,-0.18373363,-0.050050974
-0.41949758,-0.20523801,-0.06546974
-0.009740048,0.0015647418,-0.12987408
-0.09404553,0.005333171,-0.1298263
0.12753573,0.07648246,-0.04314846
0.03599463,-0.06801605,-0.036040038
-0.14777616,-0.1404831,0.019577371
0.10774388,-0.12919644,-0.18846287
-0.01921134,-0.023358183,0.18840419
-0.13205107,-0.09456039,0.057319842
0.13074484,0.1627376,0.07185757
0.012154552,0.020180179,-0.07381701
0.039958134,-0.0730599,-0.12789908
-0.04563559,-0.1396664,0.054287385
0.1408381,0.036522992,-0.05769228
0.044876825,-0.14662087,-0.08954194
0.03406505,0.023030886,0.022456432
-0.15041168,0.058463603,0.23606943
-0.043519124,-0.033641472,-0.105744325
-0.099981494,-0.19333577,-0.09052123
0.19492958,0.12719503,-0.05586739
-0.06948813,-0.12901251,-0.2985278
-0.19715965,-0.045498393,0.10487059
0.18286659,0.0977738,-0.3089863
0.32770377,0.39068186,0.24183285
0.007400168,0.075491466,-0.050582636
-0.09897233,-0.030094821,0.09762241
0.007435493,0.08438108,0.046428964
-0.014604586,0.026724657,0.0051318076
0.13068905,-0.049581297,-0.098024264
0.2126959,0.07520059,0.07855253
0.17993855,0.004606277,-0.2286634
0.18817665,-0.021209259,0.17888084
-0.064106345,-0.15221442,-0.006937269
0.12740271,0.004387874,0.06550609
0.004806159,0.05203999,-0.010550019
0.03872158,-0.028096205,-0.033061437
0.014432188,0.17147835,-0.09126697
0.010292395,-0.037409168,-0.08227104
-0.12535122,-0.089035675,-0.08069083
-0.148087,-0.16111,-0.16857187
-0.10264374,0.18189918,0.13894953
0.02174414,0.0630399,0.040003404
-0.057121396,-0.15565938,-0.12189514
-0.20301186,-0.094951496,0.3253527
0.04982462,-0.15216428,-0.10918198
0.0705607,0.03895859,0.011279562
0.09747523,0.16051911,0.04784196
0.23255165,0.3501033,0.2060315
-0.112418704,0.015625434,-0.16087148
0.17717054,0.09803428,-0.102557264
0.031714518,-0.18010296,0.054642502
-0.10339523,-0.16535427,-0.044382647
-0.12601733,-0.006182324,0.23536307
-0.46899968,-0.19369075,-0.09289539
-0.012413188,0.03360945,-0.24646023
-0.040083043,-0.13147445,-0.05711098
0.092674054,-0.124558866,-0.055852525
-0.021226734,-0.23349687,-0.03554306
-0.029285781,0.07555792,0.07316154
0.14671569,0.13279243,0.09366316
-0.1604921,-0.10209766,-0.23977596
-0.21238764,0.008205929,-0.16616115
0.021249866,0.062411744,-0.24406537
-0.08219654,-0.054832596,0.08241488
0.049982253,0.053688563,-0.041366313
-0.087918065,-0.05076686,-0.16422704
0.06786528,0.00646815,0.03153511
-0.11746334,0.030372668,-0.06784228
-0.20382792,-0.2690559,-0.16524102
