64,10
-0.31920198,0.27063954,0.27950978,-0.15639266,-0.55140406,-0.075273745,-0.6138144,0.03946177,-0.32061613,0.25818354
0.21893422,-0.45059365,0.03512576,0.1084267,0.15805183,0.14291027,0.09750105,-0.47619033,-0.61826104,-0.68003607
0.15064305,0.25813922,0.27350625,-0.51021135,0.060261834,-0.5566137,-0.07562688,-0.05894536,0.18042465,-0.32286066
0.21379986,-0.08936784,-0.31783745,0.16174756,-0.6041147,0.22489691,-0.52983385,-0.11002786,0.05719125,-0.04230778
-0.558876,0.1983278,-0.23165886,-0.0055403486,-0.2726934,0.34929147,0.2435073,-0.38469607,0.1110894,0.24172665
0.15968525,-0.32016128,-0.54327154,-0.39883488,-0.124131836,-0.34141663,-0.6134504,0.22710727,0.15484385,0.17319597
-0.45799047,0.2719613,0.25531158,-0.24514666,-0.4431791,0.3677885,0.04544018,0.10922144,-0.15058091,0.29095906
-0.0058173467,0.16761532,-0.48561448,0.2517683,0.10388767,-0.116785035,0.23152238,0.36290687,-0.6825856,0.2238176
0.2656573,0.22168645,-0.07636656,0.035341736,-0.16195144,-0.25901982,0.2872632,0.3485434,-0.44230193,-0.34046477
-0.56308186,-0.6124443,0.09572771,-0.09767714,0.12989238,0.242909,0.15920222,0.22583976,0.112137355,-0.60354495
-0.5585312,0.18206798,0.13102223,-0.22516154,0.20604396,-0.32016927,-0.002500755,-0.54200566,0.1896594,-0.04880906
0.14992976,0.25406185,-0.34224287,-0.6219673,-0.42323408,-0.6773203,-0.37573606,0.36422846,0.27642807,0.29377508
-0.081536375,-0.6715899,0.032072578,0.20312127,0.19767272,0.19377166,0.17739645,-0.19519113,-0.69988567,-0.5498376
-0.3738658,-0.30419365,-0.08506835,-0.010310691,0.37091553,0.054851912,0.19907145,-0.19798115,-0.41952756,0.4430235
0.29469284,-0.4864867,0.28758293,0.018591914,0.22980584,-0.20552936,-0.23669559,0.29776525,0.25141624,-0.6558979
0.23766549,0.27829692,-0.045002546,0.23670971,0.25470594,0.2542752,-0.36389545,-0.07628382,0.33095747,-0.6177818
0.28255934,-0.5008506,0.2601518,-0.045410473,0.30565125,-0.18198739,0.12024948,-0.3129066,-0.22101618,-0.043963823
-0.30590767,0.18695995,-0.73135996,0.044133972,-0.4231924,0.007830818,0.13080443,-0.7085903,0.22314477,0.23077513
-0.41558337,0.25572324,-0.27271056,0.06471181,0.28679106,-0.21229476,-0.5101229,0.18439998,0.2673689,0.21429503
-0.20863147,-0.59487575,0.109503336,0.19642806,-0.022684013,0.21797904,0.23837623,-0.5025143,0.3167261,-0.6099584
0.031205513,-0.49352184,0.19963235,-0.28860205,-0.15052898,0.33757102,-0.44924608,-0.17801154,0.29358202,-0.35604683
-0.36068705,-0.06848151,-0.42408407,0.13155872,-0.43193525,0.28574932,-0.44375387,0.024176275,0.32383054,-0.072973385
0.078276195,0.17287248,-0.5180619,-0.5609715,-0.7057208,-0.4569296,-0.37968275,-0.7729316,0.09965784,0.21340975
-0.6100495,-0.410323,0.12323373,-0.11200652,0.2390182,0.25180647,-0.47646883,0.15916781,-0.7115744,-0.25345543
-0.59936947,0.31293437,0.027633,0.2594684,-0.15729825,0.061437603,-0.47003204,0.21642002,-0.234576,-0.27119297
0.093222246,-0.5931472,0.07785876,0.16914698,-0.65668154,0.21410832,-0.35715282,0.21118742,0.16680948,0.20864704
-0.24075073,0.3340667,0.1548583,0.17431998,0.20923182,0.22759327,-0.30071893,-0.38672188,-0.26728523,-0.27894688
0.3077791,0.26808777,-0.51285404,0.012976626,-0.47348225,0.06351714,-0.12922068,-0.3638857,-0.26265234,0.27876055
-0.37439224,0.20857953,0.29678747,0.2578194,0.25937244,-0.09293264,0.24412599,-0.63189083,-0.45975584,-0.014512157
-0.41957286,0.04275617,-0.27696526,0.2851988,0.13229549,-0.25768998,-0.4920875,-0.018876245,0.11451335,0.081918254
-0.29386124,0.16434067,-0.114044495,-0.43690014,0.042242136,-0.5903189,0.112209186,-0.20787327,-0.62632793,0.20061389
-0.3980268,-0.64109904,-0.5313785,0.15623619,0.2528359,0.21896888,0.23972885,0.30002108,-0.1363508,-0.35134077
0.22505341,-0.27369386,-0.081742235,-0.218598,0.19664632,-0.50012106,0.24576943,-0.45010498,0.19521844,-0.14894322
0.33589512,0.29405594,-0.32423595,0.19761877,-0.4600965,-0.5882992,-0.5036258,-0.53884375,0.31747293,0.29105562
0.034290534,0.33200285,-0.4329079,0.29171506,-0.5126319,-0.25038826,0.31521124,-0.46285895,0.30821735,0.08608881
-0.33237448,-0.2577496,0.26219454,0.21350026,-0.40658066,0.21018183,-0.32215258,0.04234476,-0.49855247,0.18522532
0.27633503,0.25347605,0.24466261,-0.2511833,0.20405042,-0.26287404,-0.413763,-0.5104795,0.2618037,-0.24278769
-0.50782144,-0.5439826,-0.11303575,0.17240678,-0.13176194,-0.20953098,0.29051176,0.031521305,0.005032144,0.26753783
0.06457091,-0.43267202,-0.42778286,0.20122539,0.27451012,-0.15495822,0.20507479,-0.32100722,0.32173127,-0.15654436
