1,16,16,64
-0.12853657,0.75038403,0.34157842,0.21453382,-1.2705444,-3.1725252,-1.8226075,0.24713404,-0.4962654,-1.1199518,-0.21998583,1.0968189,0.9548552,0.7613413,-0.21532594,-0.6720959
-4.2162337,-3.637116,-3.8152556,-3.4805639,-1.1252261,-6.3174944,-3.741702,-3.6161022,-2.1977513,-4.4368963,-5.014739,-3.9442582,-2.169221,-1.9955672,-3.2081609,-1.7989566
-1.336007,-1.1117655,-0.18197344,-0.7818344,-2.194649,-1.553383,-1.5452267,-1.4099836,1.3514335,-2.9057798,0.24389149,-1.7229372,-1.6871494,0.28879175,-0.1597609,0.6055405
-2.062881,-4.5767345,-2.1613767,-4.3591733,-5.7315497,-5.024959,-3.4006252,-2.2146895,-2.3880439,-1.7045599,-0.38942993,-1.3600564,-1.3305455,-0.9354121,-0.9425666,1.2375268
-1.1273404,-4.772395,0.22771086,0.5661372,-3.1952457,-4.478694,-2.9277017,-2.45042,1.076265,-3.9900746,-2.6590414,-1.4068174,-1.0744522,-1.0526096,-0.4624656,2.0752919
-3.5285993,-2.1771703,-0.717286,-1.4604092,-0.22435842,0.15088429,-4.373868,-2.2074604,1.9443821,-6.583638,-1.2993983,-0.21728085,-1.0607145,-0.776095,-3.0045185,-0.38773555
-3.8422437,-1.6479987,-0.45520365,1.6668451,0.16756524,-3.4078894,-1.181342,-0.3079853,1.3244962,-4.0578194,1.9683607,-0.057418782,0.59493196,-0.5509894,-1.9991709,-1.0499129
-3.6930764,-1.0574266,-2.56186,-0.37320936,2.0913405,-1.8933841,2.855383,0.061484467,0.5364789,0.03478379,1.3932303,0.92041,-0.5285878,-0.2434849,-0.90919966,-1.0969133
-3.4152582,1.709622,-0.24543773,-0.18407188,-1.3940157,1.832601,0.36769688,-4.442725,-4.109434,1.2104716,0.5841357,0.5346503,-1.2145096,-0.6661346,-3.0663111,-1.214601
-3.699174,2.7762427,-0.5672294,-3.7821414,-5.1058207,-2.854419,-4.775815,-6.3097596,-1.3112448,-0.91802096,-1.5659989,0.15106346,-0.9881714,-1.9860445,-3.1265364,-1.2509851
-2.9763758,1.158434,1.4248484,-5.3778615,-1.3270162,1.0290855,0.41755044,2.328233,0.77979046,0.33385944,-0.34698582,-4.4607453,-2.8877885,-1.5941364,-3.3414955,-0.40077287
0.18898852,3.2619119,1.0049201,-7.6206546,-2.8498306,-5.668782,-2.5088453,0.47045705,0.821139,-2.029468,-4.707966,-2.6919863,-2.5672731,-2.0563352,-3.6713548,-1.2160118
-2.5378919,4.271618,-0.08571778,-1.2671887,1.5457402,-1.510641,-0.73848104,-2.7110405,-2.7475975,-1.675823,-0.6897961,-1.0822994,-1.6106085,-1.0603819,-2.573973,-0.72801936
-2.8375962,-0.38187122,-1.2385772,6.145219,0.66334105,-0.43522155,-0.29231027,-1.6154809,-1.9479855,-2.3202436,-2.4455976,-2.3169065,-2.1044288,-3.4968674,-3.0833502,-0.71389675
-1.9973322,-0.5888574,-1.6164654,5.201536,3.1205451,2.454474,0.82992566,0.18516733,-0.8792121,-1.4488853,-0.86163247,0.2542806,-2.0130181,-3.3301105,-1.0976319,0.32463485
0.67295885,2.5159428,0.42242926,-0.057870854,-1.5299605,0.8497293,-0.159128,0.099525824,0.03931011,-0.43951458,-0.05273627,-0.8863354,-1.5094032,1.2260367,0.35979533,0.03672744
