1,32,32,32
0.0,0.0,0.0,0.0,0.114072025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16932216,0.061570704,0.0,0.0060992837,0.0,0.0,0.0,0.0,0.0,0.0,0.019747525,0.0,0.015439212,0.0,0.0,0.040810913,0.0066325665,0.0,0.0,0.23954716
0.0,0.0,0.0,0.0,0.0761641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24314475,0.1107232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05059871,0.0,0.0,0.030668586,0.110705316,0.11685085,0.0,0.0,0.0,0.12646505
0.0,0.06529355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4295281,0.20795344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021900028,0.17473248,0.09611395,0.0,0.07781449,0.2522204,0.22901277,0.030855656,0.0,0.0,0.1258612
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0391912,0.3694472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22209424,0.5088837,0.2972928,0.21775205,0.1300075,0.20371997,0.20287508,0.11351463,0.015479058,0.0,0.19803883
0.0,0.0,0.03355384,0.07479778,0.0560382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3155867,0.58448696,0.0,0.0,0.08863467,0.0,0.0,0.0,0.0,0.15620637,0.6385838,0.65467626,0.3287888,0.5693003,0.3845284,0.07585314,0.07255912,0.2051808,0.076770276,0.23770791
0.0,0.0,0.33847004,0.22458495,0.2087941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6139599,0.44444847,0.0,0.0,0.03406197,0.0,0.0,0.0,0.0,0.17435178,0.46614552,0.30444288,0.3965509,0.69945693,0.7501694,0.19840239,0.0,0.22155336,0.28840005,0.312948
0.0,0.4648421,0.61879456,0.0,0.26315844,0.2135395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34328088,0.0,0.0,0.0,0.0,0.0,0.056142837,0.55294853,0.22516055,0.0,0.25273174,0.5929864,0.8106404,0.4941401,0.0,0.026091069,0.41911113,0.41289294
0.0,0.87266654,0.87811553,0.0,0.54217917,0.49151966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48201522,0.043601096,0.0,0.22921751,0.0,0.0,0.0,0.88825047,0.42641997,0.0,0.061340272,0.4176179,0.45767725,0.73564273,0.04451105,0.0,0.33030233,0.55354357
0.0,1.1745563,0.2964233,0.20813447,1.4298948,0.8269409,0.0,0.0,0.0,0.011480451,0.3250234,0.0,0.0,0.13771814,0.80279696,0.2636986,0.0,0.23521262,0.187441,0.0,0.0,0.5662035,0.8019352,0.21789403,0.0,0.0906398,0.38880467,0.7169056,0.46298906,0.0,0.0,0.732322
0.0,1.0950787,0.0,0.27926436,2.3265219,1.2481294,0.0,0.0,0.0,0.0,1.5586625,0.0,0.0,0.56825686,0.84163094,0.5140568,0.028239101,0.3148483,0.18863082,0.0,0.0,0.06479755,0.8591449,0.7435131,0.0,0.0,0.26576722,0.6588646,0.89014983,0.0,0.0,0.73481214
0.0,0.3951498,0.0,0.651538,2.6679773,1.5436862,0.0,0.0,0.0,0.0,1.7756795,0.4869091,0.0,0.8854224,0.663754,0.5747064,0.17682812,0.6332694,0.0,0.0,0.0,0.30370742,0.88442516,0.93957376,0.0,0.0,0.23870924,0.3818527,0.8765949,0.54117525,0.0,0.5175464
0.0,0.5412071,0.0,0.7407086,2.7938876,1.7968042,0.13060051,0.0,0.0,0.0,1.4000564,0.21424751,0.0,0.892969,1.0085015,0.2460979,0.26779544,0.85194004,0.0,0.0,0.0,0.8869247,0.965196,0.94182754,0.0,0.0,0.2485328,0.16688809,0.5531167,0.6996906,0.60922575,0.60117024
0.0,0.7423055,0.0,0.70612013,2.6167884,1.7900125,0.35454428,0.0,0.0,0.0,0.8218522,0.0,0.0,0.447527,1.5507706,0.405768,0.0,1.0471969,0.0,0.0,0.0,1.3086929,0.98337203,0.7362069,0.0,0.0,0.0,0.0,0.31528243,0.67390573,1.0442882,0.9454142
0.0,0.6719649,0.0,1.059942,2.441033,1.43875,0.54850435,0.08134282,0.0,0.0,0.0,0.0,0.0,0.09116107,1.4836335,0.77816534,0.06545782,0.7787802,0.0,0.0,0.1693572,1.2419074,0.9244902,0.5791178,0.111293375,0.0,0.0,0.0,0.3151056,0.7950625,1.0176415,1.0751612
