1,8,8,64
0.017737687,0.0,0.0,0.0,0.0,0.14505795,0.092884034,0.0
0.0,0.0,0.0,0.0,0.23863277,0.0,0.0,0.19677028
0.0,0.0,0.0,0.0,0.45655066,0.0,0.0,0.50466204
0.0,0.3545515,0.5105602,0.79135776,0.22873288,0.46536314,0.0,0.0
0.7622725,0.0,0.41546935,0.0,0.1868271,0.0,0.0,0.0
0.9407635,0.2656139,0.12016484,0.59762186,0.043741226,0.0,0.0,0.0
1.3118463,2.000424,0.31004357,0.0,0.0,0.0,0.0,0.0
0.66660815,1.6536058,0.88880897,0.046970487,0.0,0.0,0.19254747,0.0
0.47629362,0.21762095,0.0,0.13531643,0.04462856,0.9289212,0.08616108,0.33756077
0.0,0.30263537,0.0,0.43783596,0.7753612,0.3136189,0.6028955,0.0
0.6712288,0.0,0.50773036,0.0,0.0,0.30563176,0.56685793,0.29512084
0.0,0.0,0.571588,0.51870644,0.176022,0.26763755,0.109823465,0.4509909
0.0,0.0,0.0,0.8169466,0.35745078,0.0,0.53113353,0.48780575
0.013536483,1.5754758,0.0,0.88581467,0.188431,1.4583626,1.3933208,0.24134135
0.778613,0.57693887,1.2417095,0.9038429,0.45572188,0.48694932,0.5127892,0.45355427
1.029834,0.3204537,0.5627946,0.34244144,0.46395314,0.40820217,1.7240653,0.21733195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08727878,0.0,0.10354471,0.036210895,0.04935357,0.1449211,0.695995
0.0,1.1993592,0.05140212,0.0,0.19878605,0.8798511,0.041480273,0.86809564
0.41511682,0.59049046,0.0,0.78160465,0.2907857,0.93580306,0.0,0.16208324
0.3704556,0.0,0.3567634,0.6129515,0.082211554,0.33527955,0.25289747,0.2651733
0.4652305,0.006051421,0.0,0.31671408,0.083987,0.037756473,0.114690006,0.6212019
0.3873702,1.0098044,0.31573328,0.34366927,0.20234564,0.0,0.0,0.8856232
1.125581,1.0591079,0.31579062,0.22003826,0.11440191,0.502236,0.63622475,0.7796707
0.6553075,0.38501555,0.2964516,0.18373278,0.7306135,0.87121964,0.8270842,0.10293436
0.27635676,0.5472386,0.0,0.0,0.6179943,0.06545389,0.0,0.0
0.0,0.0,0.98550564,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8043755,0.0,0.94322443,0.0,0.049925745,0.0
